hgnc	ens
GAPDHP35	ENSG00000250982
CSPG4P12	ENSG00000259295
	ENSG00000283662
	ENSG00000246465
NPIPB3	ENSG00000169246
SBK1	ENSG00000188322
MAP4K5	ENSG00000012983
DIRAS1	ENSG00000176490
LINC01011	ENSG00000244041
FAM160A1	ENSG00000164142
CCDC9B	ENSG00000188549
NDUFAF6	ENSG00000156170
GPX8	ENSG00000164294
SLC29A1	ENSG00000112759
YWHAZ	ENSG00000164924
RAB33A	ENSG00000134594
ZNF280C	ENSG00000056277
TOP2A	ENSG00000131747
SLC9A4	ENSG00000180251
TGFBR1	ENSG00000106799
C17orf97	ENSG00000187624
CITED1	ENSG00000125931
LANCL1	ENSG00000115365
TXNL4B	ENSG00000140830
VRK2	ENSG00000028116
POLRMT	ENSG00000099821
HCFC2	ENSG00000111727
PDE6A	ENSG00000132915
POM121	ENSG00000196313
ZNF480	ENSG00000198464
HP	ENSG00000257017
ERCC6L	ENSG00000186871
TRPV1	ENSG00000196689
	ENSG00000268573
ZNF397	ENSG00000186812
ZNF610	ENSG00000167554
PIN4	ENSG00000102309
NSUN5P2	ENSG00000106133
OR7E104P	ENSG00000219926
DEDD2	ENSG00000160570
RFLNB	ENSG00000183688
LINC00355	ENSG00000227674
ZNF766	ENSG00000196214
APBA3	ENSG00000011132
EIF2D	ENSG00000143486
RPS4X	ENSG00000198034
FRK	ENSG00000111816
ELOA	ENSG00000011007
ZSCAN30	ENSG00000186814
SERPINA1	ENSG00000197249
	ENSG00000280474
WDR34	ENSG00000119333
ZNF880	ENSG00000221923
IPCEF1	ENSG00000074706
ZNF526	ENSG00000167625
ELOA-AS1	ENSG00000236810
DAZAP1	ENSG00000071626
RP9P	ENSG00000205763
ZNF528-AS1	ENSG00000269834
SLC26A2	ENSG00000155850
TMEM39A	ENSG00000176142
TIGD6	ENSG00000164296
	ENSG00000260862
EXOC1	ENSG00000090989
ZNF528	ENSG00000167555
RASSF5	ENSG00000266094
CDH13	ENSG00000140945
C16orf70	ENSG00000125149
ERF	ENSG00000105722
HMGXB3	ENSG00000113716
SPTAN1	ENSG00000197694
NGDN	ENSG00000129460
EPM2AIP1	ENSG00000178567
WWC2	ENSG00000151718
	ENSG00000279072
GSK3A	ENSG00000105723
TMEM117	ENSG00000139173
	ENSG00000261061
PNN	ENSG00000100941
	ENSG00000260643
IKZF5	ENSG00000095574
ARLNC1	ENSG00000260896
NPRL2	ENSG00000114388
HSD17B7	ENSG00000132196
KIF14	ENSG00000118193
C10orf88	ENSG00000119965
	ENSG00000268643
	ENSG00000279539
SMARCA2	ENSG00000080503
VPS53	ENSG00000141252
ZNF578	ENSG00000258405
SFR1	ENSG00000156384
PSTK	ENSG00000179988
ZNF271P	ENSG00000257267
RNF166	ENSG00000158717
PCLO	ENSG00000186472
EFNB1	ENSG00000090776
ARPIN	ENSG00000242498
PYGM	ENSG00000068976
STK10	ENSG00000072786
B3GNT9	ENSG00000237172
FKBP9	ENSG00000122642
PAFAH1B3	ENSG00000079462
ATF7IP	ENSG00000171681
ZSWIM6	ENSG00000130449
ARPIN-AP3S2	ENSG00000250021
GOLGA6L3	ENSG00000188388
ZNF701	ENSG00000167562
GCSH	ENSG00000140905
DYRK3	ENSG00000143479
DDX52	ENSG00000278053
IGFBP4	ENSG00000141753
	ENSG00000253882
	ENSG00000279806
PRR19	ENSG00000188368
AP3S2	ENSG00000157823
CIC	ENSG00000079432
ITPRID2	ENSG00000138434
PRDM15	ENSG00000141956
PTMS	ENSG00000159335
FAM117B	ENSG00000138439
POGLUT1	ENSG00000163389
GNL3L	ENSG00000130119
COL10A1	ENSG00000123500
GPATCH8	ENSG00000186566
CCNI	ENSG00000118816
	ENSG00000269825
LCTL	ENSG00000188501
CNKSR3	ENSG00000153721
MED13	ENSG00000108510
ZNF83	ENSG00000167766
NT5DC1	ENSG00000178425
TNFAIP8	ENSG00000145779
MPP3	ENSG00000161647
ENO1	ENSG00000074800
MAP7D3	ENSG00000129680
MLF2	ENSG00000089693
	ENSG00000260213
GSN	ENSG00000148180
INTS12	ENSG00000138785
PNMA3	ENSG00000183837
SPG7	ENSG00000197912
CMC2	ENSG00000103121
ALG2	ENSG00000119523
PNMA6A	ENSG00000235961
	ENSG00000279133
FZD2	ENSG00000180340
ZWILCH	ENSG00000174442
UBTD2	ENSG00000168246
TMEM115	ENSG00000126062
AIP	ENSG00000110711
MTA1	ENSG00000182979
	ENSG00000268970
IBA57	ENSG00000181873
POLRMTP1	ENSG00000266066
SGTA	ENSG00000104969
PRKAA1	ENSG00000132356
ZNF670-ZNF695	ENSG00000135747
ZNF611	ENSG00000213020
ZNF670	ENSG00000277462
SOX18	ENSG00000203883
NCAPH2	ENSG00000025770
SHPK	ENSG00000197417
ZNF275	ENSG00000063587
STARD5	ENSG00000172345
TMEM184B	ENSG00000198792
DISP2	ENSG00000140323
TCAF1	ENSG00000198420
NPNT	ENSG00000168743
PLB1	ENSG00000163803
IL16	ENSG00000172349
ARMC6	ENSG00000105676
TMEM145	ENSG00000167619
IDH1	ENSG00000138413
SH3PXD2B	ENSG00000174705
SEC61B	ENSG00000106803
IKZF3	ENSG00000161405
FGF22	ENSG00000070388
REPS2	ENSG00000169891
ZNF600	ENSG00000189190
CENPN	ENSG00000166451
BTG3	ENSG00000154640
DHX35	ENSG00000101452
PHF3	ENSG00000118482
RNF126	ENSG00000070423
ARPC2	ENSG00000163466
MEGF8	ENSG00000105429
GTF3A	ENSG00000122034
STC2	ENSG00000113739
VPS8	ENSG00000156931
PPP1R3F	ENSG00000049769
ZNF320	ENSG00000182986
RPS2P46	ENSG00000189343
EIF3CL	ENSG00000205609
POFUT1	ENSG00000101346
HSBP1	ENSG00000230989
NEURL1B	ENSG00000214357
OR9H1P	ENSG00000228336
CD38	ENSG00000004468
	ENSG00000272821
FOXP3	ENSG00000049768
CCDC50	ENSG00000152492
ODF3B	ENSG00000177989
TRIM58	ENSG00000162722
DUSP1	ENSG00000120129
EYS	ENSG00000188107
	ENSG00000267666
RPL4	ENSG00000174444
ZNF888	ENSG00000213793
FSTL3	ENSG00000070404
SCO2	ENSG00000284194
ZNF669	ENSG00000188295
OBSCN	ENSG00000154358
ZNF468	ENSG00000204604
PLBD1	ENSG00000121316
LIMK2	ENSG00000182541
MTIF3	ENSG00000122033
TYMP	ENSG00000025708
UTS2B	ENSG00000188958
ZNF321P	ENSG00000213801
ZNF702P	ENSG00000242779
BOD1	ENSG00000145919
ATMIN	ENSG00000166454
SEPTIN2	ENSG00000168385
FOXP4	ENSG00000137166
MAP6	ENSG00000171533
ZNF816	ENSG00000180257
PJA1	ENSG00000181191
OR2L2	ENSG00000203663
C1orf229	ENSG00000221953
SUCO	ENSG00000094975
	ENSG00000257270
OSBPL8	ENSG00000091039
	ENSG00000251602
SUGP2	ENSG00000064607
	ENSG00000280225
FAM102B	ENSG00000162636
ZNF124	ENSG00000196418
SLC38A7	ENSG00000103042
CNFN	ENSG00000105427
	ENSG00000266469
MED1	ENSG00000125686
OSGIN1	ENSG00000140961
GSTCD	ENSG00000138780
ZNF28	ENSG00000198538
NOTCH3	ENSG00000074181
ZFHX2-AS1	ENSG00000157306
ZBED5-AS1	ENSG00000247271
	ENSG00000273618
	ENSG00000258727
SVIL2P	ENSG00000234814
ZBED5	ENSG00000236287
METTL2A	ENSG00000087995
THTPA	ENSG00000259431
PLEKHA7	ENSG00000166689
MON2	ENSG00000061987
	ENSG00000274272
NFYB	ENSG00000120837
	ENSG00000279879
CCDC43	ENSG00000180329
	ENSG00000259865
NAT1	ENSG00000171428
DDX59	ENSG00000118197
	ENSG00000246308
MLYCD	ENSG00000103150
AP1G2	ENSG00000213983
LIPE-AS1	ENSG00000213904
PRRC2A	ENSG00000204469
MEIOC	ENSG00000180336
ZNF160	ENSG00000170949
ANKRD52	ENSG00000139645
	ENSG00000269374
LIPE	ENSG00000079435
CCDC22	ENSG00000101997
CSNK1E	ENSG00000213923
DDX59-AS1	ENSG00000260088
OR2M3	ENSG00000228198
KIF3B	ENSG00000101350
OR2M4	ENSG00000171180
NLE1	ENSG00000073536
MAPKAPK2	ENSG00000162889
FBXL20	ENSG00000108306
ITGB2	ENSG00000160255
OR2T12	ENSG00000177201
CEACAM1	ENSG00000079385
	ENSG00000244398
ZNF438	ENSG00000183621
ZNF347	ENSG00000197937
ZFP92	ENSG00000189420
	ENSG00000261338
SAP25	ENSG00000205307
TANC2	ENSG00000170921
MKNK2	ENSG00000099875
ZNF415	ENSG00000170954
SEMA3E	ENSG00000170381
LRCH4	ENSG00000077454
ZBED3	ENSG00000132846
RPL7P23	ENSG00000244363
	ENSG00000224114
ZBED3-AS1	ENSG00000250802
MFSD9	ENSG00000135953
FAM155B	ENSG00000130054
CETP	ENSG00000087237
NRG1	ENSG00000157168
C21orf91	ENSG00000154642
RAB14	ENSG00000119396
CXCL14	ENSG00000145824
CNP	ENSG00000173786
EPHX3	ENSG00000105131
NHS	ENSG00000188158
CCNG2	ENSG00000138764
RUSC2	ENSG00000198853
PCOLCE	ENSG00000106333
TRIM29	ENSG00000137699
GSN-AS1	ENSG00000235865
C17orf113	ENSG00000267221
	ENSG00000261177
ZNF385C	ENSG00000187595
FEM1A	ENSG00000141965
ZEB1	ENSG00000148516
NASP	ENSG00000132780
	ENSG00000269604
COL6A2	ENSG00000142173
NKIRAS2	ENSG00000168256
TICAM1	ENSG00000127666
TPTEP2	ENSG00000244627
ZNF665	ENSG00000197497
OR2G6	ENSG00000188558
PLIN3	ENSG00000105355
	ENSG00000269001
NDUFV2P1	ENSG00000267809
ADH1B	ENSG00000196616
ZNF677	ENSG00000197928
BRD4	ENSG00000141867
FAM185A	ENSG00000222011
SCAMP2	ENSG00000140497
	ENSG00000269758
CSNK1G1	ENSG00000169118
ZNF845	ENSG00000213799
LZTFL1	ENSG00000163818
SRF	ENSG00000112658
ZNF525	ENSG00000203326
SHROOM1	ENSG00000164403
BGN	ENSG00000182492
DBF4B	ENSG00000161692
ZNF765	ENSG00000196417
ATAD1	ENSG00000138138
	ENSG00000285000
	ENSG00000250615
DNAJC7	ENSG00000168259
ZNF716	ENSG00000182111
PDE8B	ENSG00000113231
S100A6	ENSG00000197956
	ENSG00000261324
MMP19	ENSG00000123342
LINC00461	ENSG00000245526
RPL37	ENSG00000145592
HAUS7	ENSG00000213397
	ENSG00000286261
DGAT2	ENSG00000062282
ZNF761	ENSG00000160336
CCDC6	ENSG00000108091
ZNF813	ENSG00000198346
AATF	ENSG00000275700
TPM3P9	ENSG00000241015
	ENSG00000227015
JPH4	ENSG00000092051
GDF11	ENSG00000135414
TTLL4	ENSG00000135912
FAM122C	ENSG00000156500
ZNF331	ENSG00000130844
SARNP	ENSG00000205323
MYO1D	ENSG00000176658
GALNT18	ENSG00000110328
	ENSG00000261832
TRMT61B	ENSG00000171103
NEDD1	ENSG00000139350
ZFHX2	ENSG00000136367
PCDH9	ENSG00000184226
	ENSG00000176984
WBP11	ENSG00000084463
	ENSG00000280433
DYNC1I2	ENSG00000077380
ORMDL2	ENSG00000123353
ZEB1-AS1	ENSG00000237036
	ENSG00000279061
TM2D3	ENSG00000184277
	ENSG00000286015
APOBR	ENSG00000184730
FAM122B	ENSG00000156504
PPP1CB	ENSG00000213639
PIK3IP1	ENSG00000100100
	ENSG00000240801
	ENSG00000257390
TIMMDC1	ENSG00000113845
UBE2Q1	ENSG00000160714
TMEM198B	ENSG00000182796
CPEB4	ENSG00000113742
CLN3	ENSG00000188603
SEMA3A	ENSG00000075213
WDR61	ENSG00000140395
PATZ1	ENSG00000100105
CFH	ENSG00000000971
DNAJC14	ENSG00000135392
CARD6	ENSG00000132357
KLLN	ENSG00000227268
IGF2	ENSG00000167244
CHMP5	ENSG00000086065
MGP	ENSG00000111341
S100A4	ENSG00000196154
	ENSG00000266718
MEF2C	ENSG00000081189
SP1	ENSG00000185591
SPOCD1	ENSG00000134668
HMGN3	ENSG00000118418
GATB	ENSG00000059691
C12orf60	ENSG00000182993
DNAJA4	ENSG00000140403
S100A3	ENSG00000188015
SCARA5	ENSG00000168079
C7	ENSG00000112936
PCLAF	ENSG00000166803
ZNF195	ENSG00000005801
DMAP1	ENSG00000178028
AAMP	ENSG00000127837
RGS4	ENSG00000117152
KRT15	ENSG00000171346
S100A2	ENSG00000196754
	ENSG00000259316
	ENSG00000285867
YME1L1	ENSG00000136758
S100A16	ENSG00000188643
MPP5	ENSG00000072415
RCN1	ENSG00000049449
PTEN	ENSG00000171862
DDX6	ENSG00000110367
TNFSF4	ENSG00000117586
EIF2S1	ENSG00000134001
PRDX6	ENSG00000117592
TSPYL4	ENSG00000187189
ELP4	ENSG00000109911
OR2A5	ENSG00000221836
SIAE	ENSG00000110013
ATP6V1D	ENSG00000100554
NR4A3	ENSG00000119508
FMN2	ENSG00000155816
S100A14	ENSG00000189334
COPS8	ENSG00000198612
LINC00907	ENSG00000267586
RNF13	ENSG00000082996
POLG	ENSG00000140521
PTPRF	ENSG00000142949
PSG4	ENSG00000243137
	ENSG00000280105
RFX2	ENSG00000087903
AHCTF1P1	ENSG00000226121
KLHL29	ENSG00000119771
TBRG1	ENSG00000154144
AGGF1	ENSG00000164252
ADPRH	ENSG00000144843
	ENSG00000280377
CCNO	ENSG00000152669
	ENSG00000271853
SLC25A14	ENSG00000102078
ZNF710	ENSG00000140548
S100A1	ENSG00000160678
	ENSG00000280325
WDR41	ENSG00000164253
ZNF23	ENSG00000167377
LINC01521	ENSG00000213888
MED4	ENSG00000136146
ZNF710-AS1	ENSG00000259291
KATNB1	ENSG00000140854
LAG3	ENSG00000089692
CNOT6L	ENSG00000138767
	ENSG00000272030
S100A13	ENSG00000189171
UQCRQ	ENSG00000164405
ACADSB	ENSG00000196177
SAP30BP	ENSG00000161526
THOP1	ENSG00000172009
CHTOP	ENSG00000160679
STARD3NL	ENSG00000010270
RPL7P1	ENSG00000214485
CSF1R	ENSG00000182578
SPA17	ENSG00000064199
ZNF19	ENSG00000157429
ADAM11	ENSG00000073670
	ENSG00000279232
RGMB	ENSG00000174136
PFN2	ENSG00000070087
PSG2	ENSG00000242221
	ENSG00000223812
FAM163A	ENSG00000143340
TOR1AIP2	ENSG00000169905
FANCI	ENSG00000140525
FYCO1	ENSG00000163820
PHF21A	ENSG00000135365
B3GALT1	ENSG00000172318
IGSF6	ENSG00000140749
ARHGEF35-AS1	ENSG00000244198
	ENSG00000273218
DHX29	ENSG00000067248
OR2A1-AS1	ENSG00000244479
TMEM183B	ENSG00000224831
METTL9	ENSG00000197006
SH3BP5L	ENSG00000175137
EDA	ENSG00000158813
	ENSG00000279905
OR2A9P	ENSG00000228960
PHETA1	ENSG00000198324
TSPYL1	ENSG00000189241
ARHGEF5	ENSG00000050327
WARS1	ENSG00000140105
DSE	ENSG00000111817
ST3GAL5	ENSG00000115525
MPP2	ENSG00000108852
C2CD6	ENSG00000155754
TCAIM	ENSG00000179152
MASTL	ENSG00000120539
EFNB2	ENSG00000125266
	ENSG00000279716
ARGLU1	ENSG00000134884
AKAP8	ENSG00000105127
OR2A20P	ENSG00000170356
ARHGEF35	ENSG00000213214
CALHM6	ENSG00000188820
	ENSG00000284644
LINC00926	ENSG00000247982
	ENSG00000226945
ARHGEF34P	ENSG00000204959
FCMR	ENSG00000162894
SLC47A1	ENSG00000142494
CXCR6	ENSG00000172215
AKAP8L	ENSG00000011243
	ENSG00000274333
GINS1	ENSG00000101003
SEMA3D	ENSG00000153993
PFN1	ENSG00000108518
CAMSAP2	ENSG00000118200
FGFBP1	ENSG00000137440
ENO3	ENSG00000108515
LRSAM1	ENSG00000148356
CALHM5	ENSG00000178033
ITIH6	ENSG00000102313
VANGL2	ENSG00000162738
MGRN1	ENSG00000102858
C3orf70	ENSG00000187068
EIPR1	ENSG00000032389
PDGFRB	ENSG00000113721
EHHADH	ENSG00000113790
C1orf109	ENSG00000116922
GJC1	ENSG00000182963
GRIP2	ENSG00000144596
PSD3	ENSG00000156011
STK39	ENSG00000198648
SNHG29	ENSG00000175061
CYP27A1	ENSG00000135929
VDAC2	ENSG00000165637
ATAD2B	ENSG00000119778
CHRNB2	ENSG00000160716
ZNF672	ENSG00000171161
SLC6A6	ENSG00000131389
TTC37	ENSG00000198677
SIK1B	ENSG00000275993
NPTN	ENSG00000156642
GOT2	ENSG00000125166
MIEF2	ENSG00000177427
CYB561	ENSG00000008283
DEF8	ENSG00000140995
IDH2	ENSG00000182054
CDCA8	ENSG00000134690
RNLS	ENSG00000184719
WDR25	ENSG00000176473
INO80	ENSG00000128908
ZNF24	ENSG00000172466
MOSPD1	ENSG00000101928
CAMK2A	ENSG00000070808
ADAMTS7P4	ENSG00000218052
NELL2	ENSG00000184613
	ENSG00000258500
UBXN2A	ENSG00000173960
SLAMF6	ENSG00000162739
ZNNT1	ENSG00000261087
FGF12	ENSG00000114279
GSTA4	ENSG00000170899
ZNF706	ENSG00000120963
NIF3L1	ENSG00000196290
OAF	ENSG00000184232
CREB3L1	ENSG00000157613
TOR1AIP1	ENSG00000143337
TCEA2	ENSG00000171703
SH2B3	ENSG00000111252
FGFBP2	ENSG00000137441
WDCP	ENSG00000163026
FKBP1B	ENSG00000119782
PROM1	ENSG00000007062
	ENSG00000214719
LRRC75A	ENSG00000181350
MTREX	ENSG00000039123
CUL9	ENSG00000112659
LRRC37BP1	ENSG00000250462
EFTUD2	ENSG00000108883
ATXN2	ENSG00000204842
MFSD2B	ENSG00000205639
IDH2-DT	ENSG00000259685
TNS4	ENSG00000131746
SPNS2	ENSG00000183018
KCNJ6	ENSG00000157542
ZNF554	ENSG00000172006
MYBBP1A	ENSG00000132382
INAVA	ENSG00000163362
RWDD1	ENSG00000111832
PLPP1	ENSG00000067113
CD84	ENSG00000066294
HENMT1	ENSG00000162639
MTX1	ENSG00000173171
BCL9L	ENSG00000186174
CXCR5	ENSG00000160683
GBAP1	ENSG00000160766
SNX2	ENSG00000205302
GLDC	ENSG00000178445
SMIM10	ENSG00000184785
ANKRD45	ENSG00000183831
	ENSG00000241489
TSR3	ENSG00000007520
THBS3	ENSG00000169231
MAGED2	ENSG00000102316
GAGE1	ENSG00000205777
CACYBP	ENSG00000116161
SH3KBP1	ENSG00000147010
EOLA1	ENSG00000197620
POU2F1	ENSG00000143190
ASXL1	ENSG00000171456
BAIAP3	ENSG00000007516
GFAP	ENSG00000131095
MRPS14	ENSG00000120333
PFKL	ENSG00000141959
PPP1R1C	ENSG00000150722
GNA14	ENSG00000156049
PALM	ENSG00000099864
ARSJ	ENSG00000180801
NINL	ENSG00000101004
IDS	ENSG00000010404
GNAQ	ENSG00000156052
ZNF396	ENSG00000186496
	ENSG00000235381
SCAF8	ENSG00000213079
NANP	ENSG00000170191
	ENSG00000275512
	ENSG00000269842
KCNJ15	ENSG00000157551
UVRAG	ENSG00000198382
INO80C	ENSG00000153391
SEMA4B	ENSG00000185033
NFX1	ENSG00000086102
	ENSG00000266088
NLRP12	ENSG00000142405
RN7SK	ENSG00000283293
DSCR8	ENSG00000198054
CA6	ENSG00000131686
UGT8	ENSG00000174607
	ENSG00000275496
MANEAL	ENSG00000185090
LNX2	ENSG00000139517
NOX4	ENSG00000086991
	ENSG00000233728
	ENSG00000228863
TBC1D3L	ENSG00000274512
ZUP1	ENSG00000153975
STX2	ENSG00000111450
PITPNM1	ENSG00000110697
ABCD4	ENSG00000119688
ARSI	ENSG00000183876
NECAB2	ENSG00000103154
SUZ12P1	ENSG00000264538
ZNF692	ENSG00000171163
	ENSG00000279337
RTL8B	ENSG00000212747
CRLF3	ENSG00000176390
LRRK2	ENSG00000188906
CCR7	ENSG00000126353
IGBP1	ENSG00000089289
TBC1D3C	ENSG00000278299
BEX1	ENSG00000133169
FOXF1	ENSG00000103241
CGNL1	ENSG00000128849
CDKN2AIP	ENSG00000168564
ZNF555	ENSG00000186300
RTL8C	ENSG00000134590
SPATS2L	ENSG00000196141
TFB1M	ENSG00000029639
	ENSG00000285792
COL6A3	ENSG00000163359
SLC38A8	ENSG00000166558
XG	ENSG00000124343
ZNF337-AS1	ENSG00000213742
	ENSG00000279753
HMCN1	ENSG00000143341
CNN2	ENSG00000064666
ITM2B	ENSG00000136156
ZNF337	ENSG00000130684
TBC1D3	ENSG00000274611
ZNF556	ENSG00000172000
NPEPPSP1	ENSG00000274487
	ENSG00000272473
MYADM	ENSG00000179820
TIAM2	ENSG00000146426
MRPL45	ENSG00000278845
NT5C3A	ENSG00000122643
	ENSG00000224691
ING2	ENSG00000168556
	ENSG00000232220
TUBGCP6	ENSG00000128159
LINC01411	ENSG00000249306
PLA1A	ENSG00000144837
NGRN	ENSG00000182768
MSX2	ENSG00000120149
GDPGP1	ENSG00000183208
CILK1	ENSG00000112144
ORC2	ENSG00000115942
DCX	ENSG00000077279
KIF2A	ENSG00000068796
MRPL1	ENSG00000169288
CIB1	ENSG00000185043
	ENSG00000183308
NDUFB3	ENSG00000119013
XCR1	ENSG00000173578
FAM126B	ENSG00000155744
CACNG8	ENSG00000142408
ACE	ENSG00000159640
ZNF57	ENSG00000171970
FBXO9	ENSG00000112146
	ENSG00000251249
HMX3	ENSG00000188620
SND1	ENSG00000197157
COQ10A	ENSG00000135469
	ENSG00000258559
RCHY1	ENSG00000163743
SF3B6	ENSG00000115128
SNX24	ENSG00000064652
IPO11	ENSG00000086200
TUBG2	ENSG00000037042
CCR1	ENSG00000163823
LRRC4	ENSG00000128594
SNHG6	ENSG00000245910
NABP1	ENSG00000173559
RPS15	ENSG00000115268
SFI1	ENSG00000198089
STX17	ENSG00000136874
PPIC	ENSG00000168938
MCMDC2	ENSG00000178460
NACA4P	ENSG00000228224
TRAPPC12	ENSG00000171853
ALDH1B1	ENSG00000137124
TRAM1L1	ENSG00000174599
	ENSG00000278903
DIMT1	ENSG00000086189
GALNT1	ENSG00000141429
GSTO1	ENSG00000148834
MOB3A	ENSG00000172081
RTL8A	ENSG00000203950
KIF21B	ENSG00000116852
SLC25A42	ENSG00000181035
CHD2	ENSG00000173575
KRT19	ENSG00000171345
IGFBPL1	ENSG00000137142
C1orf122	ENSG00000197982
CDK12	ENSG00000167258
TRMT10A	ENSG00000145331
YRDC	ENSG00000196449
OSCAR	ENSG00000170909
RPS23	ENSG00000186468
LINC00494	ENSG00000235621
MB21D2	ENSG00000180611
ATG10	ENSG00000152348
	ENSG00000272904
TP53I3	ENSG00000115129
SNX18P3	ENSG00000225345
NRP2	ENSG00000118257
THAP6	ENSG00000174796
CHD1	ENSG00000153922
	ENSG00000286269
PTP4A2	ENSG00000184007
FAM228B	ENSG00000219626
RP9	ENSG00000164610
POLR1D	ENSG00000186184
SPC25	ENSG00000152253
	ENSG00000257354
LEP	ENSG00000174697
MAP3K13	ENSG00000073803
CERS6	ENSG00000172292
PTPRU	ENSG00000060656
KRT14	ENSG00000186847
RWDD4	ENSG00000182552
C18orf21	ENSG00000141428
GSTO2	ENSG00000065621
KRT16	ENSG00000186832
MYB	ENSG00000118513
SPATC1L	ENSG00000160284
	ENSG00000203620
MTF1	ENSG00000188786
PPM1H	ENSG00000111110
COX17	ENSG00000138495
NOSTRIN	ENSG00000163072
LINC01578	ENSG00000272888
PIKFYVE	ENSG00000115020
POPDC2	ENSG00000121577
TREX1	ENSG00000213689
	ENSG00000279765
ITPRIP	ENSG00000148841
DRG1	ENSG00000185721
ATRIP	ENSG00000164053
LSS	ENSG00000160285
TMEM41A	ENSG00000163900
DOCK11	ENSG00000147251
NDUFA3	ENSG00000170906
	ENSG00000284612
PLEKHH3	ENSG00000068137
MCM4	ENSG00000104738
RPL4P4	ENSG00000229638
KDM4C	ENSG00000107077
NDC1	ENSG00000058804
CYP26B1	ENSG00000003137
SLC2A5	ENSG00000142583
SLC26A4-AS1	ENSG00000233705
SLC26A4	ENSG00000091137
EIF4ENIF1	ENSG00000184708
LAMTOR2	ENSG00000116586
ST6GALNAC3	ENSG00000184005
TFPT	ENSG00000105619
RPL14P1	ENSG00000139239
LIMS1	ENSG00000169756
EIF3FP3	ENSG00000233426
LINC01795	ENSG00000225226
PRPF31	ENSG00000105618
ERP44	ENSG00000023318
AVPR1A	ENSG00000166148
KPNA5	ENSG00000196911
IPP	ENSG00000197429
CDK2AP2	ENSG00000167797
RBM28	ENSG00000106344
CDK7	ENSG00000134058
FOPNL	ENSG00000133393
GPBP1L1	ENSG00000159592
ACTG1P14	ENSG00000230581
	ENSG00000225489
ST6GALNAC5	ENSG00000117069
CERS6-AS1	ENSG00000227617
CCDC174	ENSG00000154781
PISD	ENSG00000241878
SCML1	ENSG00000047634
ZNF75D	ENSG00000186376
VPS13C	ENSG00000129003
INPP5B	ENSG00000204084
FLNA	ENSG00000196924
MDFI	ENSG00000112559
TMEM69	ENSG00000159596
	ENSG00000230896
NEUROD2	ENSG00000171532
ZNF77	ENSG00000175691
CNOT3	ENSG00000088038
SF1	ENSG00000168066
NCALD	ENSG00000104490
KRT17	ENSG00000128422
ATP13A4	ENSG00000127249
TRG-AS1	ENSG00000281103
SLC20A2	ENSG00000168575
TRAPPC11	ENSG00000168538
KNSTRN	ENSG00000128944
MIR663AHG	ENSG00000227195
SMIM19	ENSG00000176209
IRF4	ENSG00000137265
CD4	ENSG00000010610
KDM4A-AS1	ENSG00000236200
PLEC	ENSG00000178209
KDM4A	ENSG00000066135
CCDC184	ENSG00000177875
CAVIN2	ENSG00000168497
LENG1	ENSG00000105617
MTERF1	ENSG00000127989
MEX3A	ENSG00000254726
SYT7	ENSG00000011347
	ENSG00000269514
TRADD	ENSG00000102871
ARFGEF1	ENSG00000066777
NRGN	ENSG00000154146
POLH	ENSG00000170734
ST3GAL3	ENSG00000126091
	ENSG00000257501
ANAPC7	ENSG00000196510
TLE6	ENSG00000104953
ZNF641	ENSG00000167528
PPIP5K2	ENSG00000145725
POLH-AS1	ENSG00000203362
GTPBP2	ENSG00000172432
CSPP1	ENSG00000104218
ACBD5	ENSG00000107897
MBOAT7	ENSG00000125505
HSF4	ENSG00000102878
NUF2	ENSG00000143228
DCAF4	ENSG00000119599
ARPC3	ENSG00000111229
SRM	ENSG00000116649
MIR548XHG	ENSG00000224141
SOCS7	ENSG00000274211
	ENSG00000285863
GALNT15	ENSG00000131386
TLCD5	ENSG00000181264
COPS5	ENSG00000121022
TMEM237	ENSG00000155755
TMEM182	ENSG00000170417
MBTPS1	ENSG00000140943
PPIAP22	ENSG00000198618
FBXL8	ENSG00000135722
CNTNAP1	ENSG00000108797
CBSL	ENSG00000274276
ESAM	ENSG00000149564
RGS5	ENSG00000143248
IMPDH2	ENSG00000178035
CBLL1	ENSG00000105879
EED	ENSG00000074266
CCR10	ENSG00000184451
KRTAP19-1	ENSG00000184351
CD74	ENSG00000019582
MEX3B	ENSG00000183496
CCDC125	ENSG00000183323
TSEN34	ENSG00000170892
EIF4BP7	ENSG00000225031
RBMX2	ENSG00000134597
ATP6AP1L	ENSG00000205464
PLS1	ENSG00000120756
HSP90AB1	ENSG00000096384
CNTNAP3	ENSG00000106714
ISCA2	ENSG00000165898
TFEB	ENSG00000112561
FKBPL	ENSG00000204315
RPRD1A	ENSG00000141425
C2CD2	ENSG00000157617
NPC2	ENSG00000119655
TCOF1	ENSG00000070814
MSANTD2	ENSG00000120458
KIAA0040	ENSG00000235750
RB1	ENSG00000139687
FBN2	ENSG00000138829
SSR4	ENSG00000180879
SLAMF7	ENSG00000026751
QRICH1	ENSG00000198218
KIF4A	ENSG00000090889
LCA5	ENSG00000135338
ESR2	ENSG00000140009
IDH3G	ENSG00000067829
GPR157	ENSG00000180758
LILRA6	ENSG00000244482
AGPAT1	ENSG00000204310
MIR34AHG	ENSG00000228526
ARHGEF3	ENSG00000163947
CTSH	ENSG00000103811
RCBTB2	ENSG00000136161
TARS3	ENSG00000185418
